hospital_name,hospital_type,address,insurers,rating,specialties,tier,segment
Fortis La Femme,Private,"S 549 Greater Kailash Part Ii New Delhi – 110048, Delhi, Delhi, 110048",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
Fortuna Women And Orthocare Hospital,Private,"Plot No 7 Opp Goutham Talent School Mm Complex, Tirupati, Andhra Pradesh, 517501",Aditya Birla,0.0,Orthopedics; Gynecology,City 1,Budget/Local
Fortune Hospital (A Unit Of Onion Healthcare Pvt. Ltd.),Private,"117/8/40 A Sharda Nagar Near Gurudev Cinema, Kanpur, Uttar Pradesh, 208025",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Future Brain & Spine Hospital,Private,"Opp New Bus Stop 2Nd Floor Guru Ashirwad Complex Palanpur Gujarat 385001, Palanpur, Gujarat, 385001",Aditya Birla,0.0,Neurology,City 2,Budget/Local
Futureace Hospital,Private,"Near Lulu Mall Edapally, Ernakulam, Kerala, 682024",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
G D Hospital & Diabetes Institute (A Unit Of Pataka Industries     G G Hospital ( A Unit Of Paragon Hospital Kerala Private,Private,139A Lenin Sarani Kolkata 700013 West Bengal,Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
G G Medical Healthcare Private Limited,Private,"106/2 Sanjay Place, Agra, Uttar Pradesh, 282002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
G N R Multi Speciality Hospitals,Private,"Behind Satya Petrol Pump Alwal Secunderabad, Hyderabad, Telangana, 500010",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
G S Neuroscience Clinic And Research Centre Pvt Ltd,Private,"3/214 New Patliputra Colony, Patna, Bihar, 800013",Aditya Birla,0.0,Neurology,Large City 1,Established
G. K. Orthopaedic Hospital,Private,"Krishna Society Rotary Bhavan Road Near Gopi Railway Nala, Mehsana, Gujarat, 384002",Aditya Birla,0.0,Orthopedics,City 2,Budget/Local
G.J.Multi Speciality Hospital (Run By Dr.G.R.S.Health &,Private,"Educational Trust) No 419 C T H Road Pattabiram Thiruvallur, Thiruvallur, Tamil Nadu, 600072",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Established
G.Kuppuswamy Naidu Memorial Hospital (Run By The,Private,"Kuppuswamynaidu Trust For Education And Medical Relief) No 6327 Nethaji Road Pappanaickenpalayam, Coimbatore, Tamil Nadu, 641037",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Gadhvi Hospital,Private,"Naklang Complex Highway Raod, Tharad, Gujarat, 385565",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Galaxy Care Laparoscopy Institute,Private,"Centre For Advanced Laparoscopy 25 A Karve Road, Pune, Maharashtra, 411004",Aditya Birla,0.0,General Surgery,Metro 2,Standard Private
Galaxy Health Care Multispeciality Hospital,Private,"Sun Moon Bldg No 12 &Amp; 13 Rajendra Nagar Datta Pada Road Borivali(E), Mumbai, Maharashtra, 400066",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Galaxy Heart Institute (A Unit Of Pushti Health Care &,Private,"Research Pvt. Ltd.) A Block 2Nd & 3Rd Floor Joyos Hub Town Modhera Cross Road B K Road, Mehsana, Gujarat, 384002",Aditya Birla,0.0,Cardiology,City 2,Established
Galaxy Hospital & Crtical Care Centre,Private,"Latur, Maharashtra, 413512",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Galaxy Hospital ( A Unit Of Galaxy Lifecare Services Pvt Ltd ),Private,"Dayal Enclave Mahmoorganj, Varanasi, Uttar Pradesh, 221010",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Established
Galaxy Hospital Heart Care Centre,Private,"Khuskibagh Road Near Kaptanpur, Barrackpore, West Bengal, 854302",Aditya Birla,0.0,Cardiology,Metro 2,Standard Private
Ganadhipati Purushottam Shekhawati Hospital & Research,Private,"Centre A/2 Opp Time Square Central Spime Vidyadhar Nagar, Jaipur, Rajasthan, 302023",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Ganaga Surgical And Fracture Clinic,Private,"Opp Kle Hospital Gokak, Belagavi, Karnataka, 591307",Aditya Birla,0.0,Orthopedics; General Surgery,City 1,Budget/Local
Ganesamoni Nursing Home,Private,"6 Saraloor Hindu College Road, Nagercoil, Tamil Nadu, 629002",Aditya Birla,0.0,General Surgery; Gynecology,City 2,Budget/Local
Ganesh Ortho Trauma & Medical Centre Pvt.Ltd                            Sharma Public Charitable Trust ),Private,"Mahendergarh, Haryana, 123029",Aditya Birla,0.0,Orthopedics,Town 2,Budget/Local
Ganga Ram Hospital & Nursing Home,Private,"Kacthery Gate Sadar Bazar, Muzaffarnagar, Uttar Pradesh, 251001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Gangotri Orthopadic & Multispeciality Hospital,Private,"2Nd Floor Shanti Niketan Business Center Gangotri Orthopaedic Hospital Gangotri Cir Rd Above Dominos Pizza Nikol Ahmedabad, Ahmedabad, Gujarat, 382350",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Established
Ganpati Hospital & Maternity Centre,Private,"Opposite Bhangel Flyover Pillar No 105 Main Dadri Road Salarpur, Noida, Uttar Pradesh, 201304",Aditya Birla,0.0,Gynecology,Metro 1,Budget/Local
Ganpati Research Institute And Hospital Pvt. Ltd.,Private,"Old Gandak Pool Road Jauhari Bazar, Hajipur, Bihar, 844101",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Garden City Healthcare Academy Medical Aid And Research,Private,"Centre Private Ltd 132/18 22Nd Cross 3Rd Block Jayanagar Opp Nmkrv College, Bengaluru, Karnataka, 560011",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Garg Heart Centre & Nursing Home Pvt . Ltd,Private,"8 9 Agcr Enclave Opp Karkardooma Court, Delhi, Delhi, 110092",Aditya Birla,0.0,Cardiology,Metro 1,Standard Private
Garg Superspeciality Hospital,Private,"75 Golden Avenue Baranhara, Ludhiana, Punjab, 142027",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Gargi Hospital (A Unit Of Kaushlya Medical & Research,Private,"Centre Private Limited) R 9/182 Raj Nagar, Ghaziabad, Uttar Pradesh, 201002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Gastro And Liver Care Hospital,Private,"Jabalpur ), Jabalpur, Madhya Pradesh, 482001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Premium
Gaurav Superspeciality Hospital,Private,"Opp Holy Cross School Ganga Nagar Sector I Ganga Nagar Near Mangla Chowk Bilaspur, Bilaspur, Chattisgarh, 495001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Gaur Hospital And Polyclinic,Private,"4 E 6 Jawahar Nagar Near Sukharia Marg, Sriganganagar, Rajasthan, 335001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Gautami Hospital,Private,"Shree Siddhivinayak Jain Compund Samrat Nagar Opp Mumbra Police Station Mumbra Thane Maharashtra 400612, Mumbra, Maharashtra, 400612",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
"Gawade Multispeciality Hospital, Pune",Private,"Opp Hutatma Rajguru College Nashik0Pune Highway Rajgurunagar Pune 410505, Pune, Maharashtra, 410505",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Established
Gayatri Hospital – Shadnagar (A Unit Of Gayatrika Hospitals,Private,"India Pvt. Ltd.) Near Sbh Railway Station Road Shadnagar, Rangareddy, Telangana, 509216",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Gayatri Hospital Hastinapuram (A Unit Of Gayatrika Hospitals,Private,"India Private Limited) - Rangareddy ), Rangareddy, Telangana, 500079",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Gayatri Super Speciality Hospital (A Unit Of Sri Gayathri,Private,"Women And Child Care Hospitals Private Limited) Opp Raghavaiah Park M G Road, Vijayawada, Andhra Pradesh, 520002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Gbh General Hospital & Gbh Memorial Cancer Hospital (A,Private,"101 Kothi Bagh, Udaipur, Rajasthan, 313001",Aditya Birla,0.0,Oncology,City 1,Budget/Local
Gbr Multi Spl Hospital,Private,"Hyderabad, Telangana, 502103",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
"Gc""""S Sports Medicine Center And Multispeciality Hospital",Private,"30/1 Near St Thomas Centeral School Vishweshwara Nagar, Mysuru, Karnataka, 570008",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Geeta Devi Memorial Multispeciality Hospital,Private,"Near Kosabadi Chowk Plat No 243, Korba, Chattisgarh, 495677",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Geeta Multispeciality Hospital9 Old Name:- Geeta Hospital),Private,"1 7 90 Chaityanyapuri X Road Dilsukhnagar, Hyderabad, Telangana, 500060",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Geetanjali Medical College & Hospital (A Unit Of Geetanjali,Private,"University) Hiranmagri Extension Manwakhera Nh 8 Bypass Near Eklingpura Chouraha, Udaipur, Rajasthan, 313002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Geetha Maternity And Surgical Centre,Private,"No 47/2 Chandrashekaran Road Beml 3Rd Stage Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",Aditya Birla,0.0,General Surgery; Gynecology,Metro 1,Standard Private
Geetha Sree Hospitals,Private,"No 103 Poonthottam Nagar Near Kalapatti Pirivu Sathy Road Saravanampatti, Coimbatore, Tamil Nadu, 641035",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Gelvi Nursing Home,Private,"3/155 Byrmal Street Nandyal Nandyal, Nandyal, Andhra Pradesh, 518501",Aditya Birla,0.0,General Surgery; Gynecology,Town 1,Budget/Local
Gem Hospital Care & Cure Center Old Hospital Name,Private,"Ganesh Hospital) V H L Road 923 (Kh) B Ward, Kolhapur, Maharashtra, 416012",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Gemcare Poulomi Hospitals(A Unit Of Gemcare Hospitals,Private,"Private Limited) As Rao Nagar Rukmini Puri Colony Ecil, Hyderabad, Telangana, 500062",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Genesis Hospital (A Unit Of East India Health Care Pvt Ltd),Private,"1470 Rajdanga Main Road, Kolkata, West Bengal",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Getwell Fracture And Accident Hospital,Private,"Jalkewadi Kankavali Sindhudurg, Sindudurg, Maharashtra, 416602",Aditya Birla,0.0,Orthopedics,Town 1,Budget/Local
Getwell Hospital & Research Institute (A Unit Getwell Health &,Private,"Research Pvt Ltd) 20/1 Dr Khare Marg Dhantoli Behind Vijay Anand Society, Nagpur, Maharashtra, 440012",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Getwell Hospital And Research Centre Sikar,Private,"Opp Sk School Near Dr Bl Ranwa House, Sikar, Rajasthan, 332001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Ghanashyam Govind Kamat Memorial Hospital (A Unit Of Ggk,Private,"Investments) F 25 Building A I Jairam Complex Ourem Road Nevgi Nagar Mala Next To Handigaft Emparium, Panaji, Goa, 403001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Ghanwat Orthocare Accident Hospital,Private,"Falake Plaza Opp Market Yard Pathardi Road Shevgaon Dist Ahmednagar, Ahmednagar, Maharashtra",Aditya Birla,0.0,Orthopedics,City 2,Budget/Local
"Ghspl Bglp Super Speciality Healthcare Llp, Bhagalpur",Private,"Vila Bansi Tikar New KamakhyaNear Astha Complex Bhgalpur, Bhagalpur, Bihar, 813210",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Ghspl Muzf Superspecility Healthcare Llp,Private,"Muzaffarpur, Bihar, 842002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Gian Chand Ranwala Memorial Hospital,Private,"Aara Road Near Civil Hospital, Moga, Punjab, 142001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Girish Kidney Foundation And Multispeciality Hospital,Private,Taher Mohiuddin Building Opp: Jay Nagar Bus Stop Swastik Nagar,Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Gk Multispeciality Hospitals Private Limited,Private,"D No 5 5 171 Ss Arcade Panama Godowen X Road, Vanasthalipuram, Telangana, 500070",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Established
Gk Speciality Hospital,Private,"Allam Tea Centre Vijayamahal Centre, Nellore, Andhra Pradesh, 524001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Gleneagles Global Health City (A Unit Of Ravindranath Ge,Private,120/113 Perambur Barracks Road Purasawalkam Chennai,Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
Gkm Hospitals Pvt Ltd                                               Medical Assicaiates Private Limited) Old Name-Global Health,Private,"Chennai ), Chennai, Tamil Nadu, 600007",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Global Cradle Hospital (A Unit Of Sn Healthcare Llp),Private,"Karnal ), Karnal, Haryana, 132001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Global Healthcare & Multispeciality Hospital,Private,"Sector 4 Plot No 6 Ayapa Temple Mandir Shree Nagar Thane West, Ludhiana, Punjab, 141012",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Established
Global Hospital & Reasearch Institute,Private,"577/2 Near Dattawadi Police Chowky Opp Sinhgad Road, Pune, Maharashtra, 411030",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Premium
Global Hospital (A Unit Of Prvn Hospitals Pvt. Ltd.),Private,"Fng Road Sector 65, Gautam Buddha Nagar, Uttar Pradesh, 201301",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
Global Hospital (Old Name-Petals Hospital),Private,"Ganga Complex Opposite Business Bay, Pune, Maharashtra, 411006",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Premium
Global Hospital And Research Centre,Private,"Plot No B11/F11 Centre Market Sector 9, Bokaro, Jharkhand, 827009",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Premium
Global Hospitals (A Unit Of Ravindranath Ge Medical,Private,"Associates Pvt. Ltd.) 6 1 1070/1 To 4 Beside R R District Collector Office Lakdikapul, Hyderabad, Telangana, 500005",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Global Longlife Hospital And Research Ltd.,Private,"Near Bodakdeo Garden Off S G Highway, Ahmedabad, Gujarat, 380054",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Standard Private
Global Maxx Hospital,Private,"H No 5 2/1 Saraswathi Nagar Choppadandi Road, Karimnagar, Telangana, 505001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Global Multispeciality & Trauma Centre,Private,"Karguwanji Road Opp Medical College, Jhansi, Uttar Pradesh, 284128",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Global Multispeciality Hospital(No Cashless For Isolation),Private,"Near V J Modha College Porbandar Gujarat 360575, Porbandar, Gujarat, 360575",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Global Shanti Care Hospital & Trauma Center,Private,"Kirana Road Panipat Road Near Rampuram, Shamli, Uttar Pradesh, 247776",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Premium
Global Superspeciality Hospital,Private,"Baddi Barotiwala Road, Baddi, Himachal Pradesh",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Globe Medicare Hospital,Private,"A 3 Nirala Nagar, Lucknow, Uttar Pradesh, 226020",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Globus Hospital For Joint Replacement ( A Unit Of Hospital,Private,"Infotech Pvt.Ltd ) 117/N/33 Avon Market Kakadev, Kanpur, Uttar Pradesh, 208025",Aditya Birla,0.0,Orthopedics,Large City 1,Standard Private
"Glocal Healthcare Systems Pvt Ltd, Berhmpore",Private,"Radhika Nager Karbala Road Near Chal Patti P O Cossimbazar Raj, Berhampore, West Bengal, 742102",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
"Glocal Healthcare Systems Pvt Ltd, Dubrajpur",Private,"Nabadiganta Market Complex Power House More, Dubrajpur, West Bengal, 731123",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Glocal Medical College And Super Speciality Hospital ( A Unit,Private,"Of Abdul Waheed Educational & Charitable Trust ) Glocal University Campus Mirzapur Pole, Shahranpur, Uttar Pradesh, 247121",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
"Glocal Healthcare Systems Pvt Ltd, Sonamukhi",Private,"Gangadi Nanga Bankura To Burdhwan Road, Sonamukhi, West Bengal, 722207",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Gnrc Hospital (A Unit Of Gnrc Ltd),Private,"Gnrc Complex Dispur, Guwahati, Assam, 781006",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Goel Superspeciality Hospital,Private,"Lucknow, Uttar Pradesh, 226028",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Gokul Nursing Home & Iccu,Private,"1St Floor Munshi Estate Mg Road Mulund ( W), Mumbai, Maharashtra, 400080",Aditya Birla,0.0,General Surgery; Gynecology,Metro 1,Standard Private
Gokul Superspeciality Hospital,Private,"12/14 Manhar Vidyanagar Main Road Rajkot Gujarat 360001, Rajkot, Gujarat, 360001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Golden Heart Hospital A Unit Of Mediflex Hospital Associates,Private,"Kh 717 Nh 24 Mehrauli Road, Jabalpur, Madhya Pradesh, 482001",Aditya Birla,0.0,Cardiology,Large City 2,Standard Private
Golden Grace Hospital                                                Llp,Private,"Pradesh, 201002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Golden Hospital ( A Unit Of Sv Associates),Private,"Scf 10 & 11 Near M S Enclave Gate Main Road Dhakoli Zirakpur, Mohali, Chandigarh, 160104",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Good Samaritan Cancer & General Hospital (Run By,Private,"Missionaries Of Compassion) D No 19 61 Vangayagudem, Eluru, Andhra Pradesh, 534001",Aditya Birla,0.0,Oncology,City 2,Budget/Local
Gopal Children Hospital Neonatal Care Nursery & Vaccination,Private,"Center Opp Bharat Tobacco Vkv Road Between Santram Eye Hospital And Over Bridge Nadiad, Nadiad, Gujarat, 387001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Gopinath Hospital (A Unit Of Delhi Orthopedic Centre &,Private,"Nursing Home Private Limited) H 226 Industrial Area Near Shyam Vatika Alwar Road, Bhiwadi, Rajasthan, 301019",Aditya Birla,0.0,Orthopedics,City 2,Budget/Local
Gopinadh Multi Speciality Hospital,Private,"Opp Anjaneya Swamy Temple Pamur Road Kothuru Prakasam, Kanigiri, Andhra Pradesh, 523230",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Goswami Hospital (A Unit Of Goswami Nursing Home Pvt.,Private,"Ltd.) Rishi Nagar Near Bus Stand, Hisar, Haryana, 125001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Gouri Devi Hospital & Research Institute(A Unit Of Rahul,Private,"Foundation) Nh 2 Rajbandh Near Joc Terminal, Durgapur, West Bengal, 713212",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Goyal Hospital & Urology Centre (A Unit Of Goyal Urology &,Private,"Maternity Centre Pvt. Ltd.) E 4/8 (Lajpat Rai Chowk) Krishna Nagar, Delhi, Delhi, 110051",Aditya Birla,0.0,Urology,Metro 1,Standard Private
Goyal Hospital Multispeciality Center,Private,"35 36 Laxmi Nagar Near Purani Chungi Sumel Agra Road, Jaipur, Rajasthan, 302031",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Grace Super Speciality Hospital ( A Unit Of Bds Childcare,Private,"Services ) Dashmesh Nagar Batala Road Opp Pillar No 26, Amritsar, Punjab, 143001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Grace Orthocare & Multispeciality Hospital,Private,"15 Rajivnagar Somal Wada Wardha Road Nagpur Maharashtra 440025, Nagpur, Maharashtra, 440025",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Gravid Home Hospital,Private,"Bussutand Road Near Sridevi Mall, Hanamkonda, Telangana, 506001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Grecian Superspeciality Hospital (Unit Of Rgs Healthcare Pvt,Private,"Ltd) Sector 69 Sas Nagar, Mohali, Punjab, 160062",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Green City Hospital (Aar And Aar Medical Services Pvt Ltd),Private,"Plot No Nh 17 Delta 1, Gautam Buddha Nagar, Uttar Pradesh, 201308",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Gsn Hospital,Private,"43/3Rt Opp Dcb Sr Nager Hyderabad, Hyderabad, Telangana, 500038",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Guardian Hospital & Research Centre,Private,"Jagdeopath Phulwari Road Opp Piller No 10 Bailey Road Patna Patna Aerodrome Phulwari, Phulwari, Bihar, 800014",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Established
Guardian Multi Specialty Hospital,Private,"15 1 237 Opp L B College Mulugu X Road Rangampet, Warangal, Telangana, 506007",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Gulbarga Heart Foundation & Research Centre,Private,"Stbt Cross Near Big Bazar, Ranchi, Jharkhand, 585102",Aditya Birla,0.0,Cardiology,City 1,Established
Gummadi Children’S Hospital,Private,"Old Bank Road Beside Sai Bhaskar Hospital Kothapet, Guntur, Andhra Pradesh, 522001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Gunasheela Surgical And Maternity Hospital,Private,"1 Dewan N Madhava Rao Road Basavanagudi, Bengaluru, Karnataka, 560004",Aditya Birla,0.0,General Surgery; Gynecology,Metro 1,Standard Private
Gupta Nursing & Maternity Home,Private,"Nagar Nigam Colony Garam Sadak, Gwalior, Madhya Pradesh, 474006",Aditya Birla,0.0,Gynecology,Large City 2,Budget/Local
Gurjar Hospital And Endoscopy Center Pvt Ltd,Private,"Indore, Madhya Pradesh, 452009",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Gurjar Shri Hospital ( A Unit Of Kutumbakam Narmada,Private,"Vasudhaiva Foundation ) 522/140 Behind Civil Hospital Jawahar Marg, Sanawad, Madhya Pradesh, 451111",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Guru Amardass Hospital,Private,"M K Road Majri Opp Prem Furnitures, Khanna, Punjab, 141401",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
